X,Y,ADDRESS,CITY,STATE,ZIP,kWh/h,TARRIFF
-122.352454,47.72887248,514 N 137TH ST,SEATTLE,WA,98133,0.021,STD
-122.3528808,47.72888445,502 N 137TH ST,SEATTLE,WA,98133,0.031,STD
-122.352691,47.72888255,508 N 137TH ST,SEATTLE,WA,98133,0.03,STD
-122.3515032,47.72882305,534 N 137TH ST,SEATTLE,WA,98133,0.191,STD
-122.3522437,47.72885189,520 N 137TH ST,SEATTLE,WA,98133,0.728,STD
-122.3458488,47.72885511,13701 AURORA AVE N,SEATTLE,WA,98133,0.14100000000000001,STD
-122.3502102,47.72880742,633 N 138TH ST,SEATTLE,WA,98133,0.139,STD
-122.3502102,47.72880742,633A N 138TH ST,SEATTLE,WA,98133,0.08399999999999999,STD
-122.3506638,47.728813,623 N 138TH ST,SEATTLE,WA,98133,0.194,STD
-122.3519958,47.72876558,526 N 137TH ST,SEATTLE,WA,98133,2.592,STD
-122.3547651,47.72860358,317 N 137TH ST,SEATTLE,WA,98133,0.212,STD
-122.3513917,47.72864748,540 N 137TH ST,SEATTLE,WA,98133,0.255,STD
-122.3544994,47.72855586,319 N 137TH ST,SEATTLE,WA,98133,0.177,STD
-122.3549426,47.72857912,311 N 137TH ST,SEATTLE,WA,98133,0.133,STD
-122.3509108,47.72863746,554 N 137TH ST,SEATTLE,WA,98133,0.097,STD
-122.3542975,47.72855922,321 N 137TH ST,SEATTLE,WA,98133,0.024,STD
-122.3493553,47.72861815,722 N 137TH ST,SEATTLE,WA,98133,0.028,STD
-122.3539032,47.72847675,337 N 137TH ST,SEATTLE,WA,98133,0.033,STD
-122.3511694,47.72858059,546 N 137TH ST,SEATTLE,WA,98133,0.028999999999999998,STD
-122.350593,47.72858424,560 N 137TH ST,SEATTLE,WA,98133,0.029,STD
-122.3498143,47.72858213,720B N 137TH ST,SEATTLE,WA,98133,0.025,STD
-122.3503149,47.72853679,562B N 137TH ST,SEATTLE,WA,98133,0.018,STD
-122.3552508,47.72844804,13606 GREENWOOD AVE N,SEATTLE,WA,98133,0.029,STD
-122.3552508,47.72844804,13660 GREENWOOD AVE N,SEATTLE,WA,98133,0.028999999999999998,STD
-122.3486112,47.72826358,13717 LINDEN AVE N,SEATTLE,WA,98133,0.19,STD
-122.3536771,47.72843405,343 N 137TH ST,SEATTLE,WA,98133,0.123,STD
-122.3456244,47.72849732,13553 AURORA AVE N,SEATTLE,WA,98133,0.029,STD
-122.3456244,47.72849732,13555 AURORA AVE N,SEATTLE,WA,98133,0.12,STD
-122.3526397,47.72845713,511 N 137TH ST,SEATTLE,WA,98133,0.30500000000000005,STD
-122.3509128,47.72843793,554A N 137TH ST,SEATTLE,WA,98133,1.061,STD
-122.3509128,47.72843793,554B N 137TH ST,SEATTLE,WA,98133,0.095,STD
-122.3530438,47.72837814,357 N 137TH ST,SEATTLE,WA,98133,0.076,STD
-122.3533364,47.72839205,349 N 137TH ST,SEATTLE,WA,98133,0.109,STD
-122.3506104,47.72842429,560B N 137TH ST,SEATTLE,WA,98133,1.695,STD
-122.3534921,47.72826665,345 N 137TH ST,SEATTLE,WA,98133,0.991,STD
-122.351968,47.72836955,529 N 137TH ST,SEATTLE,WA,98133,0.106,STD
-122.3497973,47.72836973,720 N 137TH ST,SEATTLE,WA,98133,0.19,STD
-122.3497973,47.72836973,720A N 137TH ST,SEATTLE,WA,98133,0.10200000000000001,STD
-122.3551705,47.72830839,13610 GREENWOOD AVE N,SEATTLE,WA,98133,0.21100000000000002,STD
-122.3493194,47.72837035,724 N 137TH ST,SEATTLE,WA,98133,0.069,STD
-122.346904,47.72841029,13530 LINDEN AVE N,SEATTLE,WA,98133,0.038,STD
-122.346904,47.72841029,13540 LINDEN AVE N,SEATTLE,WA,98133,0.03,STD
-122.346904,47.72841029,13524 LINDEN AVE N,SEATTLE,WA,98133,0.037000000000000005,STD
-122.346904,47.72841029,13520 LINDEN AVE N,SEATTLE,WA,98133,0.029,STD
-122.3517696,47.72831381,533 N 137TH ST,SEATTLE,WA,98133,0.026000000000000002,STD
-122.3502001,47.72831401,562 N 137TH ST,SEATTLE,WA,98133,0.014,STD
-122.3551419,47.72816603,13466 GREENWOOD AVE N,SEATTLE,WA,98133,0.030000000000000002,STD
-122.3522892,47.72811773,523 N 137TH ST,SEATTLE,WA,98133,0.034,STD
-122.3456,47.72825511,13543 AURORA AVE N,SEATTLE,WA,98133,0.03,STD
-122.3456,47.72825511,13545 AURORA AVE N,SEATTLE,WA,98133,0.029,STD
-122.3456,47.72825511,13547 AURORA AVE N,SEATTLE,WA,98133,0.021,STD
-122.3453831,47.72828288,13551 AURORA AVE N,SEATTLE,WA,98133,1.366,STD
-122.3530972,47.72811687,353 N 137TH ST,SEATTLE,WA,98133,0.136,STD
-122.349722,47.72817597,714 N 137TH ST,SEATTLE,WA,98133,0.075,STD
-122.3533118,47.728095,351 N 137TH ST,SEATTLE,WA,98133,0.238,STD
-122.3525055,47.72810749,517 N 137TH ST,SEATTLE,WA,98133,0.8450000000000001,STD
-122.3551518,47.72803202,13456 GREENWOOD AVE N,SEATTLE,WA,98133,0.14600000000000002,STD
-122.3551518,47.72803202,13458 GREENWOOD AVE N,SEATTLE,WA,98133,1.444,STD
-122.3504895,47.72812174,564 N 137TH ST,SEATTLE,WA,98133,1.3139999999999998,STD
-122.3520763,47.72804067,531 N 137TH ST,SEATTLE,WA,98133,0.112,STD
-122.3517737,47.72799538,537 N 137TH ST,SEATTLE,WA,98133,0.158,STD
-122.3512407,47.7279773,551 N 137TH ST,SEATTLE,WA,98133,0.257,STD
-122.3512407,47.7279773,551B N 137TH ST,SEATTLE,WA,98133,0.11,STD
-122.3512407,47.7279773,13513 WINGARD CT N,SEATTLE,WA,98133,0.047,STD
-122.3493074,47.72799656,726 N 137TH ST,SEATTLE,WA,98133,0.043,STD
-122.3552136,47.72790025,13450 GREENWOOD AVE N,SEATTLE,WA,98133,0.06,STD
-122.3552136,47.72790025,13452 GREENWOOD AVE N,SEATTLE,WA,98133,0.029,STD
-122.3497925,47.72793765,712 N 137TH ST,SEATTLE,WA,98133,0.029,STD
-122.3501517,47.72792768,706 N 137TH ST,SEATTLE,WA,98133,0.028999999999999998,STD
-122.3528648,47.72785405,507 N 137TH ST,SEATTLE,WA,98133,0.029,STD
-122.3453572,47.72782046,13539 AURORA AVE N,SEATTLE,WA,98133,0.028,STD
-122.3453572,47.72782046,13541 AURORA AVE N,SEATTLE,WA,98133,0.020999999999999998,STD
-122.3516894,47.72782174,13501 WINGARD CT N,SEATTLE,WA,98133,0.023,STD
-122.3552218,47.72775547,13446 GREENWOOD AVE N,SEATTLE,WA,98133,0.028,STD
-122.3552137,47.72760521,13444 GREENWOOD AVE N,SEATTLE,WA,98133,0.029,STD
-122.3497367,47.72757448,13527 NORTH PARK AVE N,SEATTLE,WA,98133,0.512,STD
-122.3510995,47.72758292,603 N 137TH ST,SEATTLE,WA,98133,0.11299999999999999,STD
-122.3488667,47.72749939,13543 LINDEN AVE N,SEATTLE,WA,98133,0.154,STD
-122.3488667,47.72749939,13547 LINDEN AVE N,SEATTLE,WA,98133,0.124,STD
-122.3488667,47.72749939,13549 LINDEN AVE N,SEATTLE,WA,98133,0.077,STD
-122.3488667,47.72749939,13555 LINDEN AVE N,SEATTLE,WA,98133,0.40299999999999997,STD
-122.3488667,47.72749939,13545 LINDEN AVE N,SEATTLE,WA,98133,1.654,STD
-122.3488667,47.72749939,13551 LINDEN AVE N,SEATTLE,WA,98133,0.11,STD
-122.3488667,47.72749939,13553 LINDEN AVE N,SEATTLE,WA,98133,0.114,STD
-122.3488667,47.72749939,13557 LINDEN AVE N,SEATTLE,WA,98133,0.187,STD
-122.3488667,47.72749939,13559 LINDEN AVE N,SEATTLE,WA,98133,0.115,STD
-122.3488667,47.72749939,13561 LINDEN AVE N,SEATTLE,WA,98133,0.121,STD
-122.3488667,47.72749939,13563 LINDEN AVE N,SEATTLE,WA,98133,0.051000000000000004,STD
-122.3488667,47.72749939,13565 LINDEN AVE N,SEATTLE,WA,98133,0.07300000000000001,STD
-122.3488667,47.72749939,13567 LINDEN AVE N,SEATTLE,WA,98133,0.043,STD
-122.3488667,47.72749939,13569 LINDEN AVE N,SEATTLE,WA,98133,0.018,STD
-122.3481769,47.72743477,13535 LINDEN AVE N,SEATTLE,WA,98133,0.028,STD
-122.3481769,47.72743477,13539 LINDEN AVE N,SEATTLE,WA,98133,0.033,STD
-122.3481769,47.72743477,13541 LINDEN AVE N,SEATTLE,WA,98133,0.03,STD
-122.3481769,47.72743477,13523 LINDEN AVE N,SEATTLE,WA,98133,0.028999999999999998,STD
-122.3481769,47.72743477,13525 LINDEN AVE N,SEATTLE,WA,98133,0.030000000000000002,STD
-122.3481769,47.72743477,13527 LINDEN AVE N,SEATTLE,WA,98133,0.024,STD
-122.3481769,47.72743477,13529 LINDEN AVE N,SEATTLE,WA,98133,0.02,STD
-122.3481769,47.72743477,13531 LINDEN AVE N,SEATTLE,WA,98133,0.029,STD
-122.3481769,47.72743477,13533 LINDEN AVE N,SEATTLE,WA,98133,0.135,STD
-122.3481769,47.72743477,13537 LINDEN AVE N,SEATTLE,WA,98133,0.45399999999999996,STD
-122.349293,47.72757116,13524 NORTH PARK AVE N,SEATTLE,WA,98133,0.15,STD
-122.3503278,47.72756975,621 N 137TH ST,SEATTLE,WA,98133,0.079,STD
-122.355241,47.72747412,13436 GREENWOOD AVE N,SEATTLE,WA,98133,0.028,STD
-122.3457869,47.72735696,13501 AURORA AVE N,SEATTLE,WA,98133,0.068,STD
-122.3506966,47.7274998,613 N 137TH ST,SEATTLE,WA,98133,0.101,STD
-122.3470936,47.7275395,13510 LINDEN AVE N,SEATTLE,WA,98133,0.222,STD
-122.3459324,47.72807508,13549 AURORA AVE N,SEATTLE,WA,98133,0.10200000000000001,STD
-122.3459324,47.72807508,13537 AURORA AVE N,SEATTLE,WA,98133,2.658,STD
-122.3501244,47.72743181,625 N 137TH ST,SEATTLE,WA,98133,0.21600000000000003,STD
-122.3552279,47.72734804,13434 GREENWOOD AVE N,SEATTLE,WA,98133,0.108,STD
-122.3497554,47.72738956,13511 NORTH PARK AVE N,SEATTLE,WA,98133,0.089,STD
-122.3472514,47.72710818,13500 LINDEN AVE N,SEATTLE,WA,98133,0.030000000000000002,STD
-122.3509443,47.72731182,615 N 137TH ST,SEATTLE,WA,98133,0.034,STD
-122.3493024,47.72734404,13516 NORTH PARK AVE N,SEATTLE,WA,98133,0.016,STD
-122.3545482,47.72708447,13426 GREENWOOD AVE N,SEATTLE,WA,98133,0.021,STD
-122.3505742,47.72713742,611 N 137TH ST,SEATTLE,WA,98133,0.030000000000000002,STD
-122.3497436,47.7271288,13507 NORTH PARK AVE N,SEATTLE,WA,98133,0.034,STD
-122.3492687,47.72714358,13514 NORTH PARK AVE N,SEATTLE,WA,98133,0.030000000000000002,STD
-122.350158,47.72703214,627 N 137TH ST,SEATTLE,WA,98133,0.027,STD
-122.3551296,47.7270018,13416 GREENWOOD AVE N,SEATTLE,WA,98133,0.013000000000000001,STD
-122.3551296,47.7270018,13418 GREENWOOD AVE N,SEATTLE,WA,98133,0.029,STD
-122.3551296,47.7270018,13420 GREENWOOD AVE N,SEATTLE,WA,98133,0.159,STD
-122.3489551,47.7269647,13575 LINDEN AVE N,SEATTLE,WA,98133,0.343,STD
-122.3489551,47.7269647,13571 LINDEN AVE N,SEATTLE,WA,98133,0.115,STD
-122.3489551,47.7269647,13573 LINDEN AVE N,SEATTLE,WA,98133,0.063,STD
-122.3489551,47.7269647,13577 LINDEN AVE N,SEATTLE,WA,98133,0.247,STD
-122.3486962,47.7270141,13519 LINDEN AVE N,SEATTLE,WA,98133,0.144,STD
-122.3486962,47.7270141,13501 LINDEN AVE N,SEATTLE,WA,98133,0.092,STD
-122.3486962,47.7270141,13503 LINDEN AVE N,SEATTLE,WA,98133,1.623,STD
-122.3486962,47.7270141,13505 LINDEN AVE N,SEATTLE,WA,98133,0.992,STD
-122.3486962,47.7270141,13507 LINDEN AVE N,SEATTLE,WA,98133,0.118,STD
-122.3486962,47.7270141,13509 LINDEN AVE N,SEATTLE,WA,98133,0.2,STD
-122.3486962,47.7270141,13511 LINDEN AVE N,SEATTLE,WA,98133,0.109,STD
-122.3486962,47.7270141,13513 LINDEN AVE N,SEATTLE,WA,98133,0.114,STD
-122.3486962,47.7270141,13515 LINDEN AVE N,SEATTLE,WA,98133,0.059,STD
-122.3486962,47.7270141,13517 LINDEN AVE N,SEATTLE,WA,98133,0.033,STD
-122.3486962,47.7270141,13521 LINDEN AVE N,SEATTLE,WA,98133,0.033,STD
-122.3492499,47.72697274,13502 NORTH PARK AVE N,SEATTLE,WA,98133,0.034,STD
-122.3497632,47.72696465,13503 NORTH PARK AVE N,SEATTLE,WA,98133,0.030000000000000002,STD
-122.3508726,47.73394483,14355 FREMONT AVE N,SEATTLE,WA,98133,0.03,STD
-122.3480603,47.73368474,14337 LINDEN AVE N,SEATTLE,WA,98133,0.019,STD
-122.3512506,47.73348644,14336 EVANSTON AVE N,SEATTLE,WA,98133,0.024,STD
-122.3456134,47.73275848,14313 AURORA AVE N,SEATTLE,WA,98133,0.029,STD
-122.3550587,47.7325541,14300 GREENWOOD AVE N,SEATTLE,WA,98133,0.030000000000000002,STD
-122.3546306,47.73255375,316 N 143RD ST,SEATTLE,WA,98133,0.03,STD
-122.3544603,47.73250271,14305 PHINNEY AVE N,SEATTLE,WA,98133,0.157,STD
-122.3457718,47.73255264,906 N 143RD ST,SEATTLE,WA,98133,0.076,STD
-122.3506072,47.73058399,641 N 143RD ST,SEATTLE,WA,98133,0.7,STD
-122.3472334,47.73073625,14002 LINDEN AVE N,SEATTLE,WA,98133,0.157,STD
-122.3512124,47.72934086,613 N 138TH ST,SEATTLE,WA,98133,0.107,STD
-122.3498213,47.72909547,647 N 138TH ST,SEATTLE,WA,98133,0.201,STD
-122.34878,47.72903583,719 N 138TH ST,SEATTLE,WA,98133,0.108,STD
-122.3498208,47.7289373,649 N 138TH ST,SEATTLE,WA,98133,0.068,STD
-122.3498036,47.72876572,651 N 138TH ST,SEATTLE,WA,98133,2.51,STD
-122.3513404,47.72812578,551A N 137TH ST,SEATTLE,WA,98133,0.178,STD
-122.3445932,47.73393139,14356 AURORA AVE N,SEATTLE,WA,98133,0.114,STD
-122.343626,47.7339006,1201 N 145TH ST,SEATTLE,WA,98133,0.219,STD
-122.343626,47.7339006,1205 N 145TH ST,SEATTLE,WA,98133,0.111,STD
-122.343626,47.7339006,14344 MIDVALE AVE N,SEATTLE,WA,98133,0.092,STD
-122.343626,47.7339006,1203 N 145TH ST,SEATTLE,WA,98133,0.028,STD
-122.3430144,47.73395201,1253 N 145TH ST,SEATTLE,WA,98133,0.031,STD
-122.3430144,47.73395201,1255 N 145TH ST,SEATTLE,WA,98133,0.034,STD
-122.3430144,47.73395201,1257 N 145TH ST,SEATTLE,WA,98133,0.027999999999999997,STD
-122.3408999,47.73398679,14357 ROSLYN PL N,SEATTLE,WA,98133,0.029,STD
-122.3408999,47.73398679,1403 N 145TH ST,SEATTLE,WA,98133,0.029,STD
-122.3411243,47.73388247,14350 INTERLAKE AVE N,SEATTLE,WA,98133,0.030000000000000002,STD
-122.3415198,47.73388121,14353 INTERLAKE AVE N,SEATTLE,WA,98133,0.018,STD
-122.3401019,47.73393957,1515 N 145TH ST,SEATTLE,WA,98133,0.025,STD
-122.3405021,47.73391062,14352 ROSLYN PL N,SEATTLE,WA,98133,0.030000000000000002,STD
-122.339425,47.73393239,1603 N 145TH ST,SEATTLE,WA,98133,0.047,STD
-122.3403593,47.73391269,1509 N 145TH ST,SEATTLE,WA,98133,0.21600000000000003,STD
-122.339913,47.73390522,14357 ASHWORTH AVE N,SEATTLE,WA,98133,0.543,STD
-122.3432489,47.73384453,14352 LENORA PL N,SEATTLE,WA,98133,0.355,STD
-122.3432489,47.73384453,14354 LENORA PL N,SEATTLE,WA,98133,0.152,STD
-122.3432489,47.73384453,14356 LENORA PL N,SEATTLE,WA,98133,0.07700000000000001,STD
-122.3432489,47.73384453,14358 LENORA PL N,SEATTLE,WA,98133,0.32999999999999996,STD
-122.3392501,47.73393278,1609 N 145TH ST,SEATTLE,WA,98133,1.157,STD
-122.3421245,47.73384038,14352 STONE AVE N,SEATTLE,WA,98133,2.025,STD
-122.3366713,47.73396295,14356 WALLINGFORD AVE N,SEATTLE,WA,98133,0.124,STD
-122.3390279,47.73392622,1615 N 145TH ST,SEATTLE,WA,98133,0.108,STD
-122.3365189,47.73394727,1809 N 145TH ST,SEATTLE,WA,98133,0.193,STD
-122.337203,47.73385465,14353 WALLINGFORD AVE N,SEATTLE,WA,98133,0.051,STD
-122.337203,47.73385465,1653 N 145TH ST,SEATTLE,WA,98133,0.039,STD
-122.337203,47.73385465,1763 N 145TH ST,SEATTLE,WA,98133,0.042,STD
-122.337475,47.73392782,1761 N 145TH ST,SEATTLE,WA,98133,0.034,STD
-122.3361,47.73392354,1819 N 145TH ST,SEATTLE,WA,98133,0.032,STD
-122.3382141,47.73392151,1631 N 145TH ST,SEATTLE,WA,98133,0.022,STD
-122.3384443,47.73387748,14354 DENSMORE AVE N,SEATTLE,WA,98133,0.028,STD
-122.3362964,47.73393054,1813 N 145TH ST,SEATTLE,WA,98133,0.029,STD
-122.3355159,47.73386424,14355 WAYNE PL N,SEATTLE,WA,98133,0.030000000000000002,STD
-122.3348529,47.73392591,2019 N 145TH ST,SEATTLE,WA,98133,0.027999999999999997,STD
-122.3377873,47.73388994,1707 N 145TH ST,SEATTLE,WA,98133,0.028999999999999998,STD
-122.3377873,47.73388994,1755 N 145TH ST,SEATTLE,WA,98133,0.033,STD
-122.3345734,47.7338867,14353 MERIDIAN AVE N,SEATTLE,WA,98133,0.196,STD
-122.3345734,47.7338867,1855 N 145TH ST,SEATTLE,WA,98133,0.933,STD
-122.3345734,47.7338867,2025 N 145TH ST,SEATTLE,WA,98133,0.10500000000000001,STD
-122.3388007,47.73380641,1621 N 145TH ST,SEATTLE,WA,98133,0.202,STD
-122.3416801,47.73377136,1315 N 145TH ST,SEATTLE,WA,98133,0.181,STD
-122.3404294,47.73372013,14346 ROSLYN PL N,SEATTLE,WA,98133,0.091,STD
-122.3409298,47.73372187,14346 INTERLAKE AVE N,SEATTLE,WA,98133,0.081,STD
-122.3357423,47.73380232,1901 N 145TH ST,SEATTLE,WA,98133,0.965,STD
-122.3431491,47.73368034,14344 LENORA PL N,SEATTLE,WA,98133,0.111,STD
-122.3431491,47.73368034,14346 LENORA PL N,SEATTLE,WA,98133,0.183,STD
-122.3431491,47.73368034,14342 LENORA PL N,SEATTLE,WA,98133,0.11,STD
-122.3431491,47.73368034,14348 LENORA PL N,SEATTLE,WA,98133,0.114,STD
-122.339954,47.73372235,14347 ASHWORTH AVE N,SEATTLE,WA,98133,0.584,STD
-122.3377579,47.73370461,14346 COURTLAND PL N,SEATTLE,WA,98133,0.108,STD
-122.3394063,47.73369979,14346 ASHWORTH AVE N,SEATTLE,WA,98133,0.037000000000000005,STD
-122.33839,47.73371149,14346 DENSMORE AVE N,SEATTLE,WA,98133,0.034,STD
-122.3388636,47.73369964,14349 DENSMORE AVE N,SEATTLE,WA,98133,0.033,STD
-122.3373051,47.7337107,14347 WALLINGFORD AVE N,SEATTLE,WA,98133,0.020999999999999998,STD
-122.3416018,47.73365096,14343 INTERLAKE AVE N,SEATTLE,WA,98133,0.022000000000000002,STD
-122.3361831,47.73369276,14347 BURKE AVE N,SEATTLE,WA,98133,0.031,STD
-122.3355869,47.73370369,14346 BURKE AVE N,SEATTLE,WA,98133,0.034999999999999996,STD
-122.3346529,47.7337094,14347 MERIDIAN AVE N,SEATTLE,WA,98133,0.03,STD
-122.3350387,47.73369435,14346 WAYNE PL N,SEATTLE,WA,98133,0.030000000000000002,STD
-122.3436494,47.73354853,14337 LENORA PL N,SEATTLE,WA,98133,0.032,STD
-122.3436494,47.73354853,14338 MIDVALE AVE N,SEATTLE,WA,98133,0.841,STD
-122.3404963,47.73356502,14344 ROSLYN PL N,SEATTLE,WA,98133,0.922,STD
-122.3399501,47.73358281,14343 ASHWORTH AVE N,SEATTLE,WA,98133,0.10600000000000001,STD
-122.3410313,47.73357102,14342 INTERLAKE AVE N,SEATTLE,WA,98133,0.063,STD
-122.3427359,47.73353258,14339 STONE AVE N,SEATTLE,WA,98133,0.091,STD
-122.3427359,47.73353258,14341 STONE AVE N,SEATTLE,WA,98133,0.111,STD
-122.3393948,47.73357567,14342 ASHWORTH AVE N,SEATTLE,WA,98133,0.22199999999999998,STD
-122.3388818,47.73358667,14343 DENSMORE AVE N,SEATTLE,WA,98133,0.084,STD
-122.3383339,47.73358266,14342 DENSMORE AVE N,SEATTLE,WA,98133,0.030000000000000002,STD
-122.3432106,47.73354189,14340 LENORA PL N,SEATTLE,WA,98133,0.181,STD
-122.3432106,47.73354189,14340B LENORA PL N,SEATTLE,WA,98133,0.122,STD
-122.337331,47.73361089,14343 WALLINGFORD AVE N,SEATTLE,WA,98133,0.124,STD
-122.3415842,47.73353577,14341 INTERLAKE AVE N,SEATTLE,WA,98133,0.258,STD
-122.3356898,47.73358187,14340 BURKE AVE N,SEATTLE,WA,98133,0.124,STD
-122.3366283,47.73356255,14342 WALLINGFORD AVE N,SEATTLE,WA,98133,0.115,STD
-122.3350614,47.73357086,14342 WAYNE PL N,SEATTLE,WA,98133,0.076,STD
-122.3346239,47.73358168,14343 MERIDIAN AVE N,SEATTLE,WA,98133,0.036000000000000004,STD
-122.3419973,47.7334667,14336 STONE AVE N,SEATTLE,WA,98133,0.03,STD
-122.3419973,47.7334667,14338 STONE AVE N,SEATTLE,WA,98133,0.024999999999999998,STD
-122.3446155,47.73333745,14340 AURORA AVE N,SEATTLE,WA,98133,0.024,STD
-122.3373048,47.73354045,14341 WALLINGFORD AVE N,SEATTLE,WA,98133,0.023,STD
-122.336153,47.73354143,14341 BURKE AVE N,SEATTLE,WA,98133,0.03,STD
-122.3410856,47.73343778,14338 INTERLAKE AVE N,SEATTLE,WA,98133,0.03,STD
-122.3436068,47.73339565,14331 LENORA PL N,SEATTLE,WA,98133,0.03,STD
-122.3436068,47.73339565,14333 LENORA PL N,SEATTLE,WA,98133,0.028,STD
-122.3431499,47.73339853,14334 LENORA PL N,SEATTLE,WA,98133,0.027999999999999997,STD
-122.3431499,47.73339853,14336 LENORA PL N,SEATTLE,WA,98133,0.326,STD
-122.3427065,47.73339486,14335 STONE AVE N,SEATTLE,WA,98133,0.552,STD
-122.3427065,47.73339486,14337 STONE AVE N,SEATTLE,WA,98133,0.05,STD
-122.3427065,47.73339486,14335D STONE AVE N,SEATTLE,WA,98133,0.07100000000000001,STD
-122.3399734,47.73343293,14339 ASHWORTH AVE N,SEATTLE,WA,98133,0.21000000000000002,STD
-122.3389352,47.73342812,14337 DENSMORE AVE N,SEATTLE,WA,98133,1.919,STD
-122.3393503,47.73342146,14338 ASHWORTH AVE N,SEATTLE,WA,98133,0.9299999999999999,STD
-122.3384424,47.73344434,14338 DENSMORE AVE N,SEATTLE,WA,98133,0.111,STD
-122.3404952,47.73343121,14338 ROSLYN PL N,SEATTLE,WA,98133,0.196,STD
-122.3415693,47.73339642,14337 INTERLAKE AVE N,SEATTLE,WA,98133,0.19399999999999998,STD
-122.3377942,47.73344249,14336 COURTLAND PL N,SEATTLE,WA,98133,0.11,STD
-122.3372271,47.73347591,14337 WALLINGFORD AVE N,SEATTLE,WA,98133,0.08399999999999999,STD
-122.3382441,47.73339015,14339 COURTLAND PL N,SEATTLE,WA,98133,0.027,STD
-122.3357279,47.73344402,14338 BURKE AVE N,SEATTLE,WA,98133,0.026,STD
-122.3350627,47.73344407,14338 WAYNE PL N,SEATTLE,WA,98133,0.031,STD
-122.3346271,47.7334501,14337 MERIDIAN AVE N,SEATTLE,WA,98133,0.032,STD
-122.3366365,47.73343474,14338 WALLINGFORD AVE N,SEATTLE,WA,98133,0.030000000000000002,STD
-122.3361129,47.73340755,14337 BURKE AVE N,SEATTLE,WA,98133,0.030000000000000002,STD
-122.3420474,47.73332189,14332 STONE AVE N,SEATTLE,WA,98133,0.029,STD
-122.3411136,47.73329512,14332 INTERLAKE AVE N,SEATTLE,WA,98133,0.031,STD
-122.3399627,47.73331741,14335 ASHWORTH AVE N,SEATTLE,WA,98133,0.03,STD
-122.3431022,47.73321831,14332 LENORA PL N,SEATTLE,WA,98133,0.034,STD
-122.338862,47.73330521,14333 DENSMORE AVE N,SEATTLE,WA,98133,0.030000000000000002,STD
-122.3393934,47.73330014,14332 ASHWORTH AVE N,SEATTLE,WA,98133,0.208,STD
-122.3404909,47.73328254,14332 ROSLYN PL N,SEATTLE,WA,98133,0.893,STD
-122.337737,47.73331297,14330 COURTLAND PL N,SEATTLE,WA,98133,0.038,STD
-122.3445673,47.73319799,14324 AURORA AVE N,SEATTLE,WA,98133,0.08,STD
-122.3445673,47.73319799,14330 AURORA AVE N,SEATTLE,WA,98133,0.222,STD
-122.3445673,47.73319799,14328 AURORA AVE N,SEATTLE,WA,98133,0.11399999999999999,STD
-122.3373024,47.73327371,14331 WALLINGFORD AVE N,SEATTLE,WA,98133,2.404,STD
-122.3361605,47.73328932,14333 BURKE AVE N,SEATTLE,WA,98133,0.16899999999999998,STD
-122.3426778,47.7332123,14329 STONE AVE N,SEATTLE,WA,98133,0.245,STD
-122.3415953,47.73323629,14333 INTERLAKE AVE N,SEATTLE,WA,98133,0.112,STD
-122.3366383,47.73329451,14332 WALLINGFORD AVE N,SEATTLE,WA,98133,0.118,STD
-122.3345574,47.73330665,14333 MERIDIAN AVE N,SEATTLE,WA,98133,0.23500000000000001,STD
-122.341023,47.73317236,14326 INTERLAKE AVE N,SEATTLE,WA,98133,0.11599999999999999,STD
-122.3356796,47.73320088,14330 BURKE AVE N,SEATTLE,WA,98133,0.03,STD
-122.3404957,47.73317107,14328 ROSLYN PL N,SEATTLE,WA,98133,0.028,STD
-122.3351263,47.73324262,14328 WAYNE PL N,SEATTLE,WA,98133,0.028999999999999998,STD
-122.3399409,47.73316242,14329 ASHWORTH AVE N,SEATTLE,WA,98133,0.034,STD
-122.3393856,47.73316893,14328 ASHWORTH AVE N,SEATTLE,WA,98133,0.028999999999999998,STD
-122.3388855,47.73315114,14329 DENSMORE AVE N,SEATTLE,WA,98133,0.03,STD
-122.3372262,47.73313901,14329 WALLINGFORD AVE N,SEATTLE,WA,98133,0.030000000000000002,STD
-122.3377747,47.73316182,14328 COURTLAND PL N,SEATTLE,WA,98133,0.030000000000000002,STD
-122.338312,47.73313595,14330 DENSMORE AVE N,SEATTLE,WA,98133,0.029,STD
-122.3430681,47.73308851,14320 ROOSEVELT WAY N,SEATTLE,WA,98133,0.034,STD
-122.3415527,47.73311249,14327 INTERLAKE AVE N,SEATTLE,WA,98133,0.112,STD
-122.3366886,47.73317903,14326 WALLINGFORD AVE N,SEATTLE,WA,98133,0.917,STD
-122.336148,47.73317532,14327 BURKE AVE N,SEATTLE,WA,98133,0.14600000000000002,STD
-122.3437374,47.73298964,14320 MIDVALE AVE N,SEATTLE,WA,98133,0.091,STD
-122.3345556,47.73316417,14329 MERIDIAN AVE N,SEATTLE,WA,98133,0.027,STD
-122.3421193,47.73305862,14324 STONE AVE N,SEATTLE,WA,98133,0.08499999999999999,STD
-122.3410582,47.73305114,14322 INTERLAKE AVE N,SEATTLE,WA,98133,0.095,STD
-122.3410582,47.73305114,14324 INTERLAKE AVE N,SEATTLE,WA,98133,0.745,STD
-122.3350641,47.73311156,14324 WAYNE PL N,SEATTLE,WA,98133,1.966,STD
-122.3400032,47.73304396,14323 ASHWORTH AVE N,SEATTLE,WA,98133,0.089,STD
